ROUTE,DIR,period,STOP,StopAbbr,StopName,Timepoint,NodeAbbr,Lon,Lat,Avgmph,Avgmphdwell
630,0,off-peak,30,610050,Us Hwy 89 @ 8697 S,FALSE,,-112.035262,41.351171,51.03,50.47
630,0,off-peak,31,608008,Us Hwy 89 @ 8615 S,FALSE,PERY2300,-112.035635,41.353498,53.86,52.74
630,0,off-peak,32,608009,Us Hwy 89 @ 7925 S,FALSE,,-112.035248,41.365874,50.69,50.31
630,0,off-peak,33,608010,Us Hwy 89 @ 7715 S,FALSE,,-112.034351,41.369728,54.21,53.86
630,0,off-peak,34,608011,Us Hwy 89 @ 7395 S,FALSE,,-112.033028,41.375447,55.85,55.85
630,0,off-peak,35,608012,Us Hwy 89 @ 6895 S,FALSE,,-112.031722,41.384453,56.67,56.67
630,0,off-peak,36,608015,Us Hwy 89 @ 725 S,FALSE,,-112.034091,41.395664,54.92,54.92
630,0,off-peak,37,608013,Main St @ 605 S,FALSE,,-112.034461,41.398459,51.99,51.99
630,0,off-peak,38,608014,Main St @ 369 S,FALSE,,-112.035477,41.402202,42.58,38.76
630,0,off-peak,39,636008,Us Hwy 89 @ 201 S,FALSE,2S89WILL,-112.036178,41.405149,34.51,34.25
630,0,off-peak,40,636020,Main St @ 20 N,FALSE,,-112.036181,41.409319,43.83,43.31
630,0,off-peak,41,636010,Us Hwy 89 @ 98 N    (Willard),TRUE,WLRDHY89,-112.036135,41.410982,46.54,46.19
630,0,off-peak,42,636016,Us Hwy 89 @ 370 N,FALSE,,-112.035938,41.415577,43.06,40.69
630,0,off-peak,43,636011,Us Hwy 89 @ 798 N,FALSE,,-112.035614,41.423073,41.24,40.15
630,0,off-peak,44,636012,Us Hwy 89 @ 1050 N,FALSE,,-112.035514,41.427401,48.23,48.23
630,0,off-peak,45,636017,Us Hwy 89 @ 1430 N,FALSE,,-112.035859,41.435608,49.41,49.41
630,0,off-peak,46,636018,Us Hwy 89 @ 3725 S,FALSE,,-112.036891,41.442437,52.85,52.85
630,0,off-peak,47,605054,Us Hwy 89 @ 3425 S,FALSE,,-112.037607,41.447731,51.28,50.62
630,0,off-peak,48,636021,Us Hwy 89 @ 2925 S   (Perry),TRUE,PERYHY89,-112.038401,41.456135,46.80,46.46
630,0,off-peak,49,605080,Us Hwy 89 @ 2825 S   (Perry),FALSE,,-112.037582,41.458521,46.08,46.08
630,0,off-peak,50,605055,Us Hwy 89 @ 2625 S,FALSE,,-112.035592,41.462334,49.24,49.24
630,0,off-peak,51,605056,Us Hwy 89 @ 2435 S,FALSE,,-112.033001,41.465446,49.30,47.99
630,0,off-peak,52,605057,Us Hwy 89 @ 2295 S    (Perry),FALSE,,-112.031079,41.467732,46.18,45.57
630,0,off-peak,53,701003,Us Hwy 89 @ 2075 S,FALSE,,-112.027724,41.471761,47.22,46.87
630,0,off-peak,54,605058,Us Hwy 89 @ 1865 S,FALSE,,-112.024404,41.475732,48.54,47.91
630,0,off-peak,55,605059,Us Hwy 89 @ 1755 S,FALSE,,-112.022326,41.478225,45.15,44.45
630,0,off-peak,56,701001,Highway 89 @ 1645 S,FALSE,,-112.020442,41.480447,40.83,38.07
630,0,off-peak,57,605060,Main St @ 1175 S   (Brigham City),FALSE,,-112.016956,41.484682,20.44,19.75
630,0,off-peak,58,605018,800 W @ 1055 S,FALSE,,-112.028916,41.488458,17.53,17.47
630,0,off-peak,59,701021,800 W @ 960 S,FALSE,,-112.028912,41.490983,13.19,13.19
630,0,off-peak,60,605034,950 S @ 665 W,FALSE,,-112.026726,41.491737,13.35,12.01
630,0,off-peak,61,605035,Medical Dr @ 984 S   (Brigham City),TRUE,BRIGHOSP,-112.025166,41.49028,20.71,20.02
630,0,off-peak,62,605042,Medical Dr  @ 1050 S,FALSE,,-112.026994,41.488481,11.46,10.92
630,0,off-peak,63,NA605006,1100 S @ 765 W,FALSE,WALBRIG,-112.027353,41.486404,32.44,32.44
630,0,off-peak,64,605014,1100 S @ 305 W,FALSE,,-112.020866,41.486451,18.19,18.19
630,0,off-peak,65,605001,Main St @ 1065 S,FALSE,,-112.016062,41.487946,27.55,25.61
630,0,off-peak,66,701025,Main St @ 975 S,FALSE,,-112.01602,41.490489,27.93,26.95
630,0,off-peak,67,605003,Main St @ 889 S,FALSE,,-112.015973,41.492918,26.63,26.07
630,0,off-peak,68,605004,Main St @ 751 S,FALSE,,-112.015943,41.494857,22.71,21.34
630,0,off-peak,69,605065,Main St @ 696 S   (Brigham City),FALSE,,-112.015955,41.496448,25.53,24.25
630,0,off-peak,70,605005,Main St @ 585 S,FALSE,,-112.015917,41.498619,29.75,29.64
630,0,off-peak,71,605084,Main St @ 493 S,FALSE,,-112.015871,41.500941,29.54,28.44
630,0,off-peak,72,605007,Main St @ 395 S,FALSE,,-112.015826,41.503318,25.40,24.75
630,0,off-peak,73,605008,Main St @ 285 S,FALSE,,-112.015786,41.505074,17.43,15.76
630,0,off-peak,74,605009,Main St @ 161 S,FALSE,,-112.015726,41.506597,18.31,17.56
630,0,off-peak,75,605010,Main St @ 101 S   (Brigham City),FALSE,,-112.015704,41.507944,18.28,15.67
630,0,off-peak,76,605011,Main St @ 1 S    (Brigham City),TRUE,FRSTMAIN,-112.015651,41.510159,23.56,22.58
630,0,off-peak,77,603001,Main St @ 112 N,FALSE,,-112.015585,41.513625,27.80,27.30
630,0,off-peak,78,603002,Main St @ 206 N,FALSE,,-112.015589,41.515071,29.20,29.00
630,0,off-peak,79,603003,Main St @ 306 N,FALSE,,-112.015557,41.517015,30.47,30.08
630,0,off-peak,80,603004,Main St @ 410 N,FALSE,,-112.015513,41.519155,32.80,31.47
630,0,off-peak,81,603005,Main St @ 510 N,FALSE,,-112.015473,41.521102,33.16,33.16
630,0,off-peak,82,603006,Main St @ 610 N,FALSE,,-112.015451,41.523106,27.32,23.90
630,0,off-peak,83,603007,Main St @ 770 N,FALSE,,-112.015388,41.526314,22.30,22.30
630,0,off-peak,84,603008,Main St @ 898 N,FALSE,,-112.015329,41.528157,17.20,17.17
630,0,off-peak,85,603009,100 E @ 801 N,FALSE,,-112.013981,41.526741,9.44,3.03
630,0,off-peak,87,603011,700 N @ 75 E    (Brigham City),TRUE,700NMAIN,-112.014951,41.524897,0.00,0.00
630,0,pm peak,1,623032,Ogden Station (Bay 3),TRUE,OGDNTCTR,-111.979811,41.223445,7.93,7.91
630,0,pm peak,2,623054,Wall Ave @ 2110 S,FALSE,,-111.978551,41.228696,14.19,7.88
630,0,pm peak,3,636161,Wall Ave @ 2038 S,FALSE,,-111.978495,41.230559,17.85,16.52
630,0,pm peak,4,623203,Wall Ave @ 1710 S,TRUE,17THWALL,-111.978412,41.236276,30.02,30.02
630,0,pm peak,5,623198,Wall Ave @ 1530 S,FALSE,,-111.978305,41.239881,19.11,16.55
630,0,pm peak,6,623300,Wall Ave @ 1180 S,FALSE,,-111.978057,41.24521,19.69,17.11
630,0,pm peak,7,623315,Wall Ave @ 934 S,FALSE,,-111.978015,41.247339,23.53,22.33
630,0,pm peak,8,616137,Wall Ave @ 896 S,FALSE,,-111.977991,41.248944,18.15,16.31
630,0,pm peak,9,616139,Wall Ave @ 668 S,FALSE,,-111.977908,41.252329,27.50,25.42
630,0,pm peak,10,616140,Wall Ave @ 402 S,FALSE,,-111.977842,41.256222,26.66,25.84
630,0,pm peak,11,616141,Wall Ave @ 180 S,FALSE,,-111.977739,41.259833,33.98,33.73
630,0,pm peak,12,616158,Wall Ave @ 186 N,FALSE,,-111.977667,41.262832,35.13,35.28
630,0,pm peak,13,616142,Wall Ave @ 310 N,FALSE,,-111.977633,41.264401,28.67,15.49
630,0,pm peak,14,636173,Wall Ave @ 466 N,TRUE,400NWALL,-111.977565,41.267586,12.14,12.14
630,0,pm peak,15,616144,Us Hwy 89 @ 808 N,FALSE,,-111.978645,41.272222,44.38,42.65
630,0,pm peak,16,616145,Us Hwy 89 @ 1060 N,FALSE,,-111.982223,41.276363,40.26,35.03
630,0,pm peak,17,616146,Us Hwy 89 @ 1300 N   (Harrisville),FALSE,,-111.985864,41.281807,38.60,38.48
630,0,pm peak,18,616147,Us Hwy 89 @ 1560 N,FALSE,,-111.989093,41.286638,49.97,49.97
630,0,pm peak,19,636093,Us Hwy 89 @ 1870 N,FALSE,,-111.991985,41.290976,54.12,54.12
630,0,pm peak,20,615030,Us Hwy 89 @ 2020 N,FALSE,,-111.994704,41.294882,44.40,43.00
630,0,pm peak,21,615043,Us Hwy 89 @ 2200 N,FALSE,,-111.996933,41.297446,38.84,37.49
630,0,pm peak,22,615009,Us Hwy 89 @ 2300 N,FALSE,,-111.998593,41.299286,45.92,43.20
630,0,pm peak,23,601130,Us Hwy 89 @ 2450 N,FALSE,,-112.000949,41.301905,28.60,28.30
630,0,pm peak,24,601185,Highway 89 @ 2652 N,FALSE,27-NH-89,-112.004502,41.305869,12.96,10.92
630,0,pm peak,25,610048,Us Hwy 89 @ 2710 N,TRUE,,-112.005824,41.307319,39.14,38.62
630,0,pm peak,26,610001,Us Hwy 89 @ 3110 N,FALSE,,-112.011271,41.314201,54.99,52.90
630,0,pm peak,27,636083,Us-89 @ 3804 N   (Pleasant View),FALSE,,-112.019734,41.325447,46.69,43.90
630,0,pm peak,28,636222,US-89 @ 3885 N,TRUE,CAPSCLAS,-112.023591,41.32974,22.41,22.41
630,0,pm peak,29,610049,Us Hwy 89 @ 3950 N,FALSE,,-112.027048,41.335238,55.63,55.22
630,0,pm peak,30,610050,Us Hwy 89 @ 8697 S,FALSE,,-112.035262,41.351171,49.33,49.33
630,0,pm peak,31,608008,Us Hwy 89 @ 8615 S,FALSE,PERY2300,-112.035635,41.353498,55.53,54.85
630,0,pm peak,32,608009,Us Hwy 89 @ 7925 S,FALSE,,-112.035248,41.365874,51.89,51.10
630,0,pm peak,33,608010,Us Hwy 89 @ 7715 S,FALSE,,-112.034351,41.369728,52.69,52.19
630,0,pm peak,34,608011,Us Hwy 89 @ 7395 S,FALSE,,-112.033028,41.375447,56.15,56.15
630,0,pm peak,35,608012,Us Hwy 89 @ 6895 S,FALSE,,-112.031722,41.384453,57.16,57.01
630,0,pm peak,36,608015,Us Hwy 89 @ 725 S,FALSE,,-112.034091,41.395664,55.47,55.47
630,0,pm peak,37,608013,Main St @ 605 S,FALSE,,-112.034461,41.398459,51.76,51.76
630,0,pm peak,38,608014,Main St @ 369 S,FALSE,,-112.035477,41.402202,40.57,28.08
630,0,pm peak,39,636008,Us Hwy 89 @ 201 S,FALSE,2S89WILL,-112.036178,41.405149,25.34,23.72
630,0,pm peak,40,636020,Main St @ 20 N,FALSE,,-112.036181,41.409319,33.87,33.21
630,0,pm peak,41,636010,Us Hwy 89 @ 98 N    (Willard),TRUE,WLRDHY89,-112.036135,41.410982,44.84,44.84
630,0,pm peak,42,636016,Us Hwy 89 @ 370 N,FALSE,,-112.035938,41.415577,39.59,38.30
630,0,pm peak,43,636011,Us Hwy 89 @ 798 N,FALSE,,-112.035614,41.423073,41.07,40.20
630,0,pm peak,44,636012,Us Hwy 89 @ 1050 N,FALSE,,-112.035514,41.427401,47.69,47.69
630,0,pm peak,45,636017,Us Hwy 89 @ 1430 N,FALSE,,-112.035859,41.435608,49.86,49.86
630,0,pm peak,46,636018,Us Hwy 89 @ 3725 S,FALSE,,-112.036891,41.442437,54.43,54.43
630,0,pm peak,47,605054,Us Hwy 89 @ 3425 S,FALSE,,-112.037607,41.447731,50.08,49.64
630,0,pm peak,48,636021,Us Hwy 89 @ 2925 S   (Perry),TRUE,PERYHY89,-112.038401,41.456135,44.04,42.71
630,0,pm peak,49,605080,Us Hwy 89 @ 2825 S   (Perry),FALSE,,-112.037582,41.458521,40.91,38.14
630,0,pm peak,50,605055,Us Hwy 89 @ 2625 S,FALSE,,-112.035592,41.462334,38.12,37.76
630,0,pm peak,51,605056,Us Hwy 89 @ 2435 S,FALSE,,-112.033001,41.465446,45.74,43.83
630,0,pm peak,52,605057,Us Hwy 89 @ 2295 S    (Perry),FALSE,,-112.031079,41.467732,43.59,43.59
630,0,pm peak,53,701003,Us Hwy 89 @ 2075 S,FALSE,,-112.027724,41.471761,50.14,49.53
630,0,pm peak,54,605058,Us Hwy 89 @ 1865 S,FALSE,,-112.024404,41.475732,49.29,48.72
630,0,pm peak,55,605059,Us Hwy 89 @ 1755 S,FALSE,,-112.022326,41.478225,47.46,47.46
630,0,pm peak,56,701001,Highway 89 @ 1645 S,FALSE,,-112.020442,41.480447,38.92,33.04
630,0,pm peak,57,605060,Main St @ 1175 S   (Brigham City),FALSE,,-112.016956,41.484682,15.90,15.60
630,0,pm peak,58,605018,800 W @ 1055 S,FALSE,,-112.028916,41.488458,20.13,18.58
630,0,pm peak,59,701021,800 W @ 960 S,FALSE,,-112.028912,41.490983,12.15,11.97
630,0,pm peak,60,605034,950 S @ 665 W,FALSE,,-112.026726,41.491737,13.96,11.85
630,0,pm peak,61,605035,Medical Dr @ 984 S   (Brigham City),TRUE,BRIGHOSP,-112.025166,41.49028,16.90,14.98
630,0,pm peak,62,605042,Medical Dr  @ 1050 S,FALSE,,-112.026994,41.488481,8.29,7.45
630,0,pm peak,63,NA605006,1100 S @ 765 W,FALSE,WALBRIG,-112.027353,41.486404,26.26,25.87
630,0,pm peak,64,605014,1100 S @ 305 W,FALSE,,-112.020866,41.486451,13.08,12.70
630,0,pm peak,65,605001,Main St @ 1065 S,FALSE,,-112.016062,41.487946,23.30,21.43
630,0,pm peak,66,701025,Main St @ 975 S,FALSE,,-112.01602,41.490489,26.10,24.22
630,0,pm peak,67,605003,Main St @ 889 S,FALSE,,-112.015973,41.492918,25.52,20.34
630,0,pm peak,68,605004,Main St @ 751 S,FALSE,,-112.015943,41.494857,14.27,12.89
630,0,pm peak,69,605065,Main St @ 696 S   (Brigham City),FALSE,,-112.015955,41.496448,21.73,17.35
630,0,pm peak,70,605005,Main St @ 585 S,FALSE,,-112.015917,41.498619,22.43,22.23
630,0,pm peak,71,605084,Main St @ 493 S,FALSE,,-112.015871,41.500941,32.37,32.37
630,0,pm peak,72,605007,Main St @ 395 S,FALSE,,-112.015826,41.503318,28.88,27.91
630,0,pm peak,73,605008,Main St @ 285 S,FALSE,,-112.015786,41.505074,16.82,12.00
630,0,pm peak,74,605009,Main St @ 161 S,FALSE,,-112.015726,41.506597,13.72,12.25
630,0,pm peak,75,605010,Main St @ 101 S   (Brigham City),FALSE,,-112.015704,41.507944,16.77,13.19
630,0,pm peak,76,605011,Main St @ 1 S    (Brigham City),TRUE,FRSTMAIN,-112.015651,41.510159,19.46,18.81
630,0,pm peak,77,603001,Main St @ 112 N,FALSE,,-112.015585,41.513625,27.27,26.70
630,0,pm peak,78,603002,Main St @ 206 N,FALSE,,-112.015589,41.515071,26.48,25.83
630,0,pm peak,79,603003,Main St @ 306 N,FALSE,,-112.015557,41.517015,33.17,32.64
630,0,pm peak,80,603004,Main St @ 410 N,FALSE,,-112.015513,41.519155,30.52,28.98
630,0,pm peak,81,603005,Main St @ 510 N,FALSE,,-112.015473,41.521102,29.13,28.20
630,0,pm peak,82,603006,Main St @ 610 N,FALSE,,-112.015451,41.523106,32.28,29.19
630,0,pm peak,83,603007,Main St @ 770 N,FALSE,,-112.015388,41.526314,22.64,22.36
630,0,pm peak,84,603008,Main St @ 898 N,FALSE,,-112.015329,41.528157,16.62,16.32
630,0,pm peak,85,603009,100 E @ 801 N,FALSE,,-112.013981,41.526741,12.19,4.87
630,0,pm peak,87,603011,700 N @ 75 E    (Brigham City),TRUE,700NMAIN,-112.014951,41.524897,0.00,0.00
630,1,am peak,1,603011,700 N @ 75 E    (Brigham City),TRUE,700NMAIN,-112.014951,41.524897,7.74,7.74
630,1,am peak,2,603012,Main St @ 605 N,FALSE,,-112.015641,41.523172,21.15,19.26
630,1,am peak,3,603013,Main St @ 485 N,FALSE,,-112.015687,41.520662,24.99,24.90
630,1,am peak,4,603014,Main St @ 395 N,FALSE,,-112.015714,41.518586,28.60,27.71
630,1,am peak,5,603015,Main St @ 267 N,FALSE,,-112.015741,41.516581,28.63,28.14
630,1,am peak,6,603016,Main St @ 175 N,FALSE,,-112.015786,41.514523,21.92,19.98
630,1,am peak,7,701024,Main St @ 47 N,TRUE,BRIG1NMN,-112.01587,41.511563,20.71,19.89
630,1,am peak,8,605013,Main St @ 110 S   (Brigham City),FALSE,,-112.015943,41.507846,15.20,13.68
630,1,am peak,9,605076,Main St @ 156 S,FALSE,,-112.015958,41.506841,18.23,18.05
630,1,am peak,10,605015,Main St @ 310 S,FALSE,,-112.015989,41.504403,29.73,28.48
630,1,am peak,11,605016,Main St @ 404 S,FALSE,,-112.016011,41.502959,27.40,26.47
630,1,am peak,12,605017,Main St @ 510 S,FALSE,,-112.016053,41.500506,25.00,20.34
630,1,am peak,13,605077,Main St @ 620 S,FALSE,,-112.016102,41.498105,20.07,19.62
630,1,am peak,14,605019,Main St @ 714 S    (Brigham City),FALSE,,-112.016195,41.495631,25.69,25.69
630,1,am peak,15,605078,Main St @ 800 S,FALSE,,-112.016232,41.494186,26.33,19.56
630,1,am peak,16,605020,Main St @ 910 S   (Brigham City),FALSE,,-112.016281,41.491901,20.69,18.37
630,1,am peak,17,605021,Main St @ 1000 S,FALSE,,-112.016326,41.489758,22.61,22.61
630,1,am peak,18,605022,Main St @ 1080 S,FALSE,,-112.016381,41.487577,25.71,25.09
630,1,am peak,19,605018,800 W @ 1055 S,FALSE,,-112.028916,41.488458,15.70,15.49
630,1,am peak,20,605034,950 S @ 665 W,FALSE,,-112.026726,41.491737,15.45,15.41
630,1,am peak,21,605035,Medical Dr @ 984 S   (Brigham City),TRUE,BRIGHOSP,-112.025166,41.49028,24.44,22.09
630,1,am peak,22,605042,Medical Dr  @ 1050 S,FALSE,,-112.026994,41.488481,10.28,10.13
630,1,am peak,23,NA605006,1100 S @ 765 W,FALSE,WALBRIG,-112.027353,41.486404,31.39,31.39
630,1,am peak,24,605014,1100 S @ 305 W,FALSE,,-112.020866,41.486451,27.72,20.16
630,1,am peak,25,605047,Main St @ 1120 S,FALSE,,-112.016771,41.485739,29.03,29.03
630,1,am peak,26,701002,Us Hwy 89 @ 1630 S,FALSE,,-112.020774,41.480477,43.37,40.13
630,1,am peak,27,605048,Us Hwy 89 @ 1734 S,FALSE,,-112.022733,41.478099,38.65,38.65
630,1,am peak,28,605085,Main St @ 1930 S,FALSE,,-112.025358,41.475021,52.51,52.51
630,1,am peak,29,701004,Us Hwy 89 @ 2050 S,FALSE,,-112.027551,41.472396,43.43,36.48
630,1,am peak,30,605050,Us Hwy 89 @ 2254 S    (Perry),FALSE,,-112.030922,41.468353,33.47,33.36
630,1,am peak,31,605051,Us Hwy 89 @ 2680 S,FALSE,,-112.034006,41.464613,48.64,48.64
630,1,am peak,32,605052,Us Hwy 89 @ 2670 S,FALSE,,-112.036219,41.461968,48.19,47.39
630,1,am peak,33,605081,Us Hwy 89 @ 2860 S,FALSE,,-112.037903,41.458364,48.31,45.68
630,1,am peak,34,605082,Us Hwy 89 @ 3010 S    (Perry),TRUE,PERYHY89,-112.038853,41.455136,51.39,51.39
630,1,am peak,35,605053,Us Hwy 89 @ 3460 S,FALSE,,-112.037884,41.447164,54.47,54.47
630,1,am peak,36,605073,Us Hwy 89 @ 3750 S,FALSE,,-112.037103,41.442111,49.25,49.25
630,1,am peak,37,605074,Us Hwy 89 @ 1435 N,FALSE,,-112.036016,41.43503,47.06,43.26
630,1,am peak,38,636013,Us Hwy 89 @ 1025 N,FALSE,,-112.035786,41.427462,33.91,32.50
630,1,am peak,39,636014,Us Hwy 89 @ 735 N,FALSE,,-112.035998,41.422041,40.67,40.18
630,1,am peak,40,636019,Us Hwy 89 @ 361 N,FALSE,,-112.036278,41.415371,40.40,40.40
630,1,am peak,41,636015,Us Hwy 89 @ 95 N   (Willard),TRUE,,-112.036413,41.410883,37.63,37.32
630,1,am peak,42,605083,Us Hwy 89 @ 20 S,FALSE,WLRDHY89,-112.036455,41.409159,35.97,27.25
630,1,am peak,43,636007,Us Hwy 89 @ 198 S,FALSE,2S89WILL,-112.036518,41.405411,30.64,30.64
630,1,am peak,44,608001,Us Hwy 89 @ 420 S,FALSE,,-112.035702,41.401836,53.96,53.96
630,1,am peak,45,608002,Us Hwy 89 @ 610 S,FALSE,,-112.034727,41.398275,55.48,55.48
630,1,am peak,46,608016,Us Hwy 89 @ 782 S,FALSE,,-112.034439,41.395387,56.26,55.69
630,1,am peak,47,608003,Us Hwy 89 @ 6900 S,FALSE,,-112.032034,41.384181,54.22,52.20
630,1,am peak,48,608004,Us Hwy 89 @ 7430 S,FALSE,,-112.033454,41.374673,50.99,49.76
630,1,am peak,49,608005,Us Hwy 89 @ 7720 S,FALSE,,-112.034905,41.369316,48.53,42.96
630,1,am peak,50,608006,Us Hwy 89 @ 7920 S,FALSE,,-112.035611,41.365696,52.34,51.58
630,1,am peak,51,610043,Us Hwy 89 @ 8710 S,FALSE,,-112.036329,41.351607,56.94,56.75
630,1,am peak,52,610044,Us Hwy 89 @ 3985 N,FALSE,,-112.026657,41.334258,41.82,40.17
630,1,am peak,53,636222,US-89 @ 3885 N,TRUE,CAPSCLAS,-112.023591,41.32974,16.14,15.95
630,1,am peak,55,636082,Us-89 @ 3807 N    (Plesant View),FALSE,,-112.019755,41.325104,54.08,53.27
630,1,am peak,56,610004,Us Hwy 89 @ 3147 N,FALSE,,-112.012024,41.314739,27.31,26.16
630,1,am peak,57,601045,Us Hwy 89 @ 2685 N,TRUE,27-NH-89,-112.005391,41.306428,37.81,37.27
630,1,am peak,58,610046,Us Hwy 89 @ 2491 N,FALSE,,-112.000893,41.301435,43.91,42.58
630,1,am peak,59,615001,Us Hwy 89 @ 2295 N,FALSE,,-111.998531,41.298813,39.42,38.73
630,1,am peak,60,615042,Us Hwy 89 @ 2185 N,FALSE,,-111.996968,41.297081,42.03,42.03
630,1,am peak,61,615047,Us Hwy 89 @ 1995 N,FALSE,,-111.994566,41.294285,52.21,52.21
630,1,am peak,62,616168,Us Hwy 89 @ 1725 N,FALSE,,-111.992065,41.290559,54.68,54.68
630,1,am peak,63,616128,Us Hwy 89 @ 1545 N,FALSE,,-111.989028,41.286021,47.58,45.31
630,1,am peak,64,616169,Us Hwy 89 @ 1275 N,FALSE,,-111.985633,41.280944,41.29,41.29
630,1,am peak,65,601050,Highway 89 @ 1101 N,FALSE,,-111.983271,41.277414,44.46,41.26
630,1,am peak,66,616131,Us Hwy 89 @ 775 N,FALSE,,-111.978825,41.272021,27.75,24.64
630,1,am peak,67,601131,Wall Ave @ 457 N,TRUE,400NWALL,-111.977699,41.267444,32.77,31.08
630,1,am peak,68,616159,Wall Ave @ 155 N,FALSE,,-111.977981,41.262229,26.31,26.14
630,1,am peak,69,616135,Wall Ave @ 215 S,FALSE,,-111.978034,41.258863,36.17,34.76
630,1,am peak,70,616160,Wall Ave @ 485 S,FALSE,,-111.978136,41.254901,38.59,34.01
630,1,am peak,71,616136,Wall Ave @ 635 S,FALSE,,-111.978174,41.252561,33.58,33.37
630,1,am peak,72,616138,Wall Ave @ 915 S,FALSE,,-111.978281,41.248421,34.65,31.31
630,1,am peak,73,601153,Wall Ave @ 1087 S,FALSE,,-111.978282,41.245994,17.88,17.76
630,1,am peak,74,636108,Wall Ave @ 1217 S,FALSE,,-111.978482,41.242745,34.58,34.58
630,1,am peak,75,623201,Wall Ave @ 1435 S,FALSE,,-111.978569,41.240691,33.92,25.60
630,1,am peak,76,623202,Wall Ave @ 1725 S,TRUE,17THWALL,-111.978676,41.236056,22.49,16.96
630,1,am peak,77,601206,Wall Ave @ 1987 S,FALSE,,-111.978756,41.233046,23.51,23.36
630,1,am peak,78,623386,Wall Ave @ 2155 S,FALSE,,-111.978858,41.228076,21.23,5.21
630,1,am peak,79,623032,Ogden Station (Bay 3),TRUE,OGDNTCTR,-111.979811,41.223445,0.00,0.00
630,1,midday,1,603011,700 N @ 75 E    (Brigham City),TRUE,700NMAIN,-112.014951,41.524897,8.59,8.51
630,1,midday,2,603012,Main St @ 605 N,FALSE,,-112.015641,41.523172,28.03,26.82
630,1,midday,3,603013,Main St @ 485 N,FALSE,,-112.015687,41.520662,28.78,26.80
630,1,midday,4,603014,Main St @ 395 N,FALSE,,-112.015714,41.518586,25.83,24.91
630,1,midday,5,603015,Main St @ 267 N,FALSE,,-112.015741,41.516581,25.13,23.62
630,1,midday,6,603016,Main St @ 175 N,FALSE,,-112.015786,41.514523,20.04,16.63
630,1,midday,7,701024,Main St @ 47 N,TRUE,BRIG1NMN,-112.01587,41.511563,18.98,18.73
630,1,midday,8,605013,Main St @ 110 S   (Brigham City),FALSE,,-112.015943,41.507846,19.73,17.48
630,1,midday,9,605076,Main St @ 156 S,FALSE,,-112.015958,41.506841,22.10,21.91
630,1,midday,10,605015,Main St @ 310 S,FALSE,,-112.015989,41.504403,29.88,28.38
630,1,midday,11,605016,Main St @ 404 S,FALSE,,-112.016011,41.502959,28.58,28.19
630,1,midday,12,605017,Main St @ 510 S,FALSE,,-112.016053,41.500506,28.52,25.57
630,1,midday,13,605077,Main St @ 620 S,FALSE,,-112.016102,41.498105,21.42,18.03
630,1,midday,14,605019,Main St @ 714 S    (Brigham City),FALSE,,-112.016195,41.495631,22.49,22.42
630,1,midday,15,605078,Main St @ 800 S,FALSE,,-112.016232,41.494186,28.55,25.68
630,1,midday,16,605020,Main St @ 910 S   (Brigham City),FALSE,,-112.016281,41.491901,24.99,22.96
630,1,midday,17,605021,Main St @ 1000 S,FALSE,,-112.016326,41.489758,23.97,23.21
630,1,midday,18,605022,Main St @ 1080 S,FALSE,,-112.016381,41.487577,24.07,23.33
630,1,midday,19,605018,800 W @ 1055 S,FALSE,,-112.028916,41.488458,16.60,16.03
630,1,midday,20,605034,950 S @ 665 W,FALSE,,-112.026726,41.491737,14.48,12.70
630,1,midday,21,605035,Medical Dr @ 984 S   (Brigham City),TRUE,BRIGHOSP,-112.025166,41.49028,19.19,18.07
630,1,midday,22,605042,Medical Dr  @ 1050 S,FALSE,,-112.026994,41.488481,13.23,12.06
630,1,midday,23,NA605006,1100 S @ 765 W,FALSE,WALBRIG,-112.027353,41.486404,27.14,26.86
630,1,midday,24,605014,1100 S @ 305 W,FALSE,,-112.020866,41.486451,32.03,31.31
630,1,midday,25,605047,Main St @ 1120 S,FALSE,,-112.016771,41.485739,38.64,38.12
630,1,midday,26,701002,Us Hwy 89 @ 1630 S,FALSE,,-112.020774,41.480477,49.76,49.58
630,1,midday,27,605048,Us Hwy 89 @ 1734 S,FALSE,,-112.022733,41.478099,47.50,47.01
630,1,midday,28,605085,Main St @ 1930 S,FALSE,,-112.025358,41.475021,49.43,49.43
630,1,midday,29,701004,Us Hwy 89 @ 2050 S,FALSE,,-112.027551,41.472396,48.79,47.84
630,1,midday,30,605050,Us Hwy 89 @ 2254 S    (Perry),FALSE,,-112.030922,41.468353,45.16,44.20
630,1,midday,31,605051,Us Hwy 89 @ 2680 S,FALSE,,-112.034006,41.464613,46.21,45.86
630,1,midday,32,605052,Us Hwy 89 @ 2670 S,FALSE,,-112.036219,41.461968,48.51,48.03
630,1,midday,33,605081,Us Hwy 89 @ 2860 S,FALSE,,-112.037903,41.458364,47.92,47.88
630,1,midday,34,605082,Us Hwy 89 @ 3010 S    (Perry),TRUE,PERYHY89,-112.038853,41.455136,50.68,50.46
630,1,midday,35,605053,Us Hwy 89 @ 3460 S,FALSE,,-112.037884,41.447164,49.60,49.60
630,1,midday,36,605073,Us Hwy 89 @ 3750 S,FALSE,,-112.037103,41.442111,49.26,49.26
630,1,midday,37,605074,Us Hwy 89 @ 1435 N,FALSE,,-112.036016,41.43503,48.38,47.91
630,1,midday,38,636013,Us Hwy 89 @ 1025 N,FALSE,,-112.035786,41.427462,40.53,37.99
